id;code_cec;libelle_cec;arrondissement;departement;region
366;AD2402;BEKA GOTTO;NGAOUNDAL;DJEREM;ADAMAOUA
367;AD2104;BEKA GUIWAN;MEIGANGA;MBERE;ADAMAOUA
368;AD1711;BEKA MANGARI;MARTAP;VINA;ADAMAOUA
369;AD2502;BEKA-HOSSERE;NGAOUNDERE I;VINA;ADAMAOUA
370;AD1204;BEKA-MODIBO;BELEL;VINA;ADAMAOUA
371;ES4003;BELA;SALAPOUMBE;BOUMBA ET NGOKO;EST
372;ENAL79;BELGUEDE;FOTOKOL;DIAMARE;EXTREME-NORD
373;NW2001;BELO COUNCIL;BELO;BOYO;NORTH-WEST
374;CE2606;BEMBE;DZENG;NYONG ET SO'O;CENTRE
375;NW4203;BENADE;MENCHUM VALLEY;MENCUM;NORTH-WEST
376;NW4204;BENAGUDI;MENCHUM VALLEY;MENCUM;NORTH-WEST
377;NW4201;BENAKUMA COUNCIL;MENCHUM VALLEY;MENCUM;NORTH-WEST
378;CE4934;BENEBALOT;MFOU;MEFOU ET AFAMBA;CENTRE
379;CE5409;BENG BENG;NGAMBE TIKAR;MBAM ET KIM;CENTRE
380;LT3604;BENGA;NKONDJOCK;NKAM;LITTORAL
381;LT1703;BEPANDA;DOUALA V;WOURI;LITTORAL
382;LT1911;BEPANDA BONAMOUSSONGO;DOUALA V;WOURI;LITTORAL
383;LT1804;BEPANDA OMNISPORT;DOUALA V;WOURI;LITTORAL
384;LT1805;BEPANDA PETIT WOURI;DOUALA V;WOURI;LITTORAL
385;NW1004;BERABE;AKO;DONGA-MANTUNG;NORTH-WEST
386;AD2206;BEREM;NGANHA;VINA;ADAMAOUA
387;EN2502;BERING;HINA;MAYO-TSANAGA;EXTREME-NORD
388;SW4004;BESALI;WABANE;LEBIALEM;SUD-OUEST
389;SW1602;BETENGE CUSTOMARY COURT;EKONDO-TITI;NDIAN;SUD-OUEST
390;CE4402;BIAKOA;MBANGASSINA;MBAM ET KIM;CENTRE
391;CE4403;BIALANGUENA;MBANGASSINA;MBAM ET KIM;CENTRE
392;CE3402;BIAMESSE;KIIKI;MBAM ET INOUBOU;CENTRE
393;EN3507;BIAMO;MAKARY;DIAMARE;EXTREME-NORD
394;CE4404;BIATANGANA;MBANGASSINA;MBAM ET KIM;CENTRE
395;CE4504;BIBE;MBANKOMO;MEFOU ET AKONO;CENTRE
396;CE1802;BIBEY;BIBEY;HAUTE SANAGA;CENTRE
397;CE4934;BIBIE;MFOU;MEFOU ET AFAMBA;CENTRE
398;EN1302;BIDEINE;DARAK;DIAMARE;EXTREME-NORD
399;CE4803;BIDJOCKA;MESSONDO;NYONG ET KELLE;CENTRE
400;ES3002;BIDJOMBO;MESSAMENA;HAUT-NYONG;EST
401;CE1338;BIDJONG;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
402;OU2712;BIETE;BATCHAM;BAMBOUTOS;OUEST
403;SW3104;BIG BEKONDO;MBONGE;MEME;SUD-OUEST
404;ES3802;BIKA;NGUELEMENDOUGA;HAUT-NYONG;EST
405;CE2707;BIKOGO;EBEBDA;LEKIE;CENTRE
406;CE2903;BIKOGO;ELIG-MFOMO;LEKIE;CENTRE
407;CEAL26;BIKOK CENTRE;BIKOK;MEFOU ET AKONO;CENTRE
408;CE4518;BIKOLOK- BIKOUME I;MBANKOMO;MEFOU ET AKONO;CENTRE
409;CE1902;BIKOP;BIKOK;MEFOU ET AKONO;CENTRE
410;CE3202;BIKOUE;ESSE;MEFOU ET AFAMBA;CENTRE
411;CE3002;BIKOUM;ENDOM;NYONG ET MFOUMOU;CENTRE
412;CE6502;BILANGA KOMBE;NTUI;MBAM ET KIM;CENTRE
413;CE2702;BILIK BINDINK;EBEBDA;LEKIE;CENTRE
414;CE4405;BILOMO;MBANGASSINA;MBAM ET KIM;CENTRE
415;CE6702;BILONO I;OKOLA;LEKIE;CENTRE
416;ES2803;BIMBA;MBANG;KADEY;EST
417;ES2303;BINDIBA;GAROUA-BOULAI;LOM ET DJEREM;EST
418;CEAL30;BINGUELA II;MBANKOMO;MEFOU ET AKONO;CENTRE
419;NW3502;BINKA;NKAMBE;DONGA-MANTUNG;NORTH-WEST
420;LT3203;BIPOCK;NDOM;SANAGA-MARITIME;LITTORAL
421;SW1603;BISORO;EKONDO-TITI;NDIAN;SUD-OUEST
422;CE5202;BISSAGA;NANGA-EBOGO;HAUTE SANAGA;CENTRE
423;CE3203;BISSONG;AFANLOUM;MEFOU ET AFAMBA;CENTRE
424;ES3011;BISSOUA;MESSAMENA;HAUT-NYONG;EST
425;CE3403;BITANG;KIIKI;MBAM ET INOUBOU;CENTRE
426;OU2116;BITCHOUA;BANGANGTE;MIFI;OUEST
427;CE7502;BITENG;YAOUNDE IV;MFOUNDI;CENTRE
428;CE6115;BITOTOL;NKOLAFAMBA;MEFOU ET AFAMBA;CENTRE
429;CE6703;BITSINGDA;OKOLA;LEKIE;CENTRE
430;CE1306;BITSOK MELANE;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
431;CE4517;BIYAN;MBANKOMO;MEFOU ET AKONO;CENTRE
432;CE2607;BIYEBE;DZENG;NYONG ET SO'O;CENTRE
433;CE7702;BIYEM-ASSI;YAOUNDE VI;MFOUNDI;CENTRE
434;EN5202;BIZILI;TOULOUM;MAYO-KANI;EXTREME-NORD
435;EN3508;BLAHE;MAKARY;DIAMARE;EXTREME-NORD
436;SW1202;BOA BALONDO;BAMUSSO;NDIAN;SUD-OUEST
437;AD1702;BOBBODJI;MARTAP;VINA;ADAMAOUA
438;CE2302;BOBOG;BOT MAKAK;NYONG ET KELLE;CENTRE
439;LT1722;BOBONGO;DOUALA III;WOURI;LITTORAL
440;EN2602;BOBOYO;KAELE;MAYO-KANI;EXTREME-NORD
441;LT4202;BODIMAN;YABASSI;NKAM;LITTORAL
442;EN3509;BODO;MAKARY;DIAMARE;EXTREME-NORD
443;CE3102;BOGSO;ESEKA;NYONG ET KELLE;CENTRE
444;LT1811;BOJONGO;DOUALA IV;WOURI;LITTORAL
445;SW1402;BOJONGO;BUEA;FAKO;SUD-OUEST
446;CEALF9;BOKITO II;BOKITO;MBAM ET INOUBOU;CENTRE
447;CE2403;BOKO;DEUK;MBAM ET INOUBOU;CENTRE
448;LT1704;BOKO;DOUALA III;WOURI;LITTORAL
449;CE2202;BOMABOM;BONDJOCK;NYONG ET KELLE;CENTRE
450;LT3204;BOMAKONDO;NDOM;SANAGA-MARITIME;LITTORAL
451;EN3510;BOMBOYO;MAKARY;DIAMARE;EXTREME-NORD
452;LT1303;BOMONO BA MBENGUE;DIBOMBARI;MOUNGO;LITTORAL
453;LT1102;BOMONO GARE;DIBOMBARI;MOUNGO;LITTORAL
454;SW2702;BONADIKOMBO;LIMBE I;FAKO;SUD-OUEST
455;LTALF1;BONADISSAKE;YABASSI;NKAM;LITTORAL
456;LT1504;BONADOUMBE;DOUALA I;WOURI;LITTORAL
457;LTALF2;BONALEA;BONALEA;MOUNGO;LITTORAL
458;LT2403;BONALEBE;LOUM;MOUNGO;LITTORAL
459;LT1304;BONAMATEKE;DIBOMBARI;MOUNGO;LITTORAL
460;LT1814;BONAMATUMBE;DOUALA IV;WOURI;LITTORAL
461;LT1912;BONAMOUSSADI CITE;DOUALA V;WOURI;LITTORAL
462;CE2203;BONDE;BONDJOCK;NYONG ET KELLE;CENTRE
463;CE1337;BONDI;AKONOLINGA;NYONG ET MFOUMOU;CENTRE
464;CE2209;BONDJOCK CENTRE;BONDJOCK;NYONG ET KELLE;CENTRE
465;LT4307;BONEPOUPA;YABASSI;NKAM;LITTORAL
466;CE2108;BONGANDO;BOKITO;MBAM ET INOUBOU;CENTRE
467;CE2109;BONGO;BOKITO;MBAM ET INOUBOU;CENTRE
468;EN3706;BONGORE;MAROUA II;DIAMARE;EXTREME-NORD
469;ES1503;BONIS II;BERTOUA IER;LOM ET DJEREM;EST
470;ESALF5;BOREI;BOGO;DIAMARE;EXTREME-NORD
471;AD1407;BORGOP;DJOHONG;MBERE;ADAMAOUA
472;ES1304;BORONGOUE I;BATOURI;KADEY;EST
473;NW1403;BOSSA;BALI;MEZAM;NORTH-WEST
474;CE2315;BOT MAKAK;BOT MAKAK;NYONG ET KELLE;CENTRE
475;LT3302;BOTBEA;NGAMBE;SANAGA-MARITIME;LITTORAL
476;ES1804;BOUAM;DIANG;LOM ET DJEREM;EST
477;ES2502;BOUBARA;KETTE;KADEY;EST
478;LT2902;BOUBOU;MOMBO;MOUNGO;LITTORAL
479;EN2805;BOUGAYE;KALFOU;MAYO-DANAY;EXTREME-NORD
480;CE2116;BOUGNOUGNOULOUK;BOKITO;MBAM ET INOUBOU;CENTRE
481;EN1902;BOUGOUDOUM;GOBO;MAYO-DANAY;EXTREME-NORD
482;EN1202;BOUKOULA;BOURHA;MAYO-TSANAGA;EXTREME-NORD
483;EN4202;BOULA;MOKOLO;MAYO-TSANAGA;EXTREME-NORD
484;ES1703;BOULI;BETARE-OYA;LOM ET DJEREM;EST
485;AD1904;BOUMDO;MAYO-DARLE;MAYO-BANYO;ADAMAOUA
486;CE5902;BOUMNDJACK;NGUIBASSAL;NYONG ET KELLE;CENTRE
487;CE3902;BOUMNKOK;MAKAK;NYONG ET KELLE;CENTRE
488;CE5502;BOUMNYEBEL;NGOG MAPOUBI;NYONG ET KELLE;CENTRE
489;CE5507;BOUMNYEBEL-LIKANDA;NGOG MAPOUBI;NYONG ET KELLE;CENTRE
490;EN4303;BOUNDERI;MORA;MAYO-SAVA;EXTREME-NORD
491;CE6903;BOURAKA;OMBESSA;MBAM ET INOUBOU;CENTRE
492;EN1203;BOURHA SECONDAIRE;BOURHA;MAYO-TSANAGA;EXTREME-NORD
493;CE6904;BOYABA I;OMBESSA;MBAM ET INOUBOU;CENTRE
494;SW3903;BUBA I;TOMBEL;KUPE / MUANENGUBA;SUD-OUEST
495;SW1401;BUEA COUNCIL;BUEA;FAKO;SUD-OUEST
496;SW2403;BUEA ROAD BONAKAMA;KUMBA I;MEME;SUD-OUEST
497;NW2304;BUM;BUM;BOYO;NORTH-WEST
498;NW1303;BUWE-BAFUT;BAFUT;MEZAM;NORTH-WEST
499;LT1110;BWAPAKI;BONALEA;MOUNGO;LITTORAL
500;CE0100;C0MMUNAUTE URBAINE;YAOUNDE I;MFOUNDI;CENTRE
501;LT2003;CAP CAMEROUN;DOUALA VI;WOURI;LITTORAL
502;SU2407;CECS DE SOCAPALM;LOKOUNDJE;OCEAN;SUD
503;SU3204;CECS AWANDA;MVENGUE;OCEAN;SUD
504;SU3102;CECS D'ABABENDOMAN;MVANGAN;MVILA;SUD
505;SU3811;CECS D'ABANGOK;ZOETELE;DJA ET LOBO;SUD
506;SU2002;CECS D'ABO NTOMBA;EFOULANE;MVILA;SUD
507;SU3810;CECS D'ADJAP;ZOETELE;DJA ET LOBO;SUD
508;SU3402;CECS D'ADJAP;NYETE;OCEAN;SUD
509;SU1402;CECS D'ADJAP-FONG;BIWONG-BANE;MVILA;SUD
510;SU1602;CECS D'AKAK;CAMPO;OCEAN;SUD
511;SU3108;CECS D'AKAM;MVANGAN;MVILA;SUD
512;SU1102;CECS D'AKAM BITAM;AMBAM;VALLEE DU NTEM;SUD
513;SU1103;CECS D'AKAM MESSI;AMBAM;VALLEE DU NTEM;SUD
514;SU3602;CECS D'AKOABAS;OVENG;DJA ET LOBO;SUD
515;SU1002;CECS D'AKOK;AKOM II;OCEAN;SUD
516;SU3202;CECS D'AKOM;MVENGUE;OCEAN;SUD
517;SU3702;CECS D'AKOMESSING;SANGMELIMA;DJA ET LOBO;SUD
518;SU2902;CECS D'AKOM-NDONG;MEYOMESSI;DJA ET LOBO;SUD
519;SU2602;CECS D'ALOUM I;MA'AN;VALLEE DU NTEM;SUD
520;SU1111;CECS D'AMBAM-AYAT;AMBAM;VALLEE DU NTEM;SUD
521;SU2802;CECS D'ANYUNGAN;MEYOMESSALA;DJA ET LOBO;SUD
522;SU1302;CECS D'ASSOCK II;BIPINDI;OCEAN;SUD
523;SU1003;CECS D'ASSOK I;AKOM II;OCEAN;SUD
524;SU3703;CECS D'ASSOK-YEMVENG;SANGMELIMA;DJA ET LOBO;SUD
525;SU3203;CECS D'ATINZAM;MVENGUE;OCEAN;SUD
526;SU1303;CECS D'ATOG-BOGA;BIPINDI;OCEAN;SUD
527;SU2702;CECS D'ATO'OVENG II;MENGONG;MVILA;SUD
528;SU3704;CECS D'AVEBE-ESSE;SANGMELIMA;DJA ET LOBO;SUD
529;SU2903;CECS D'AZEM-YEMFEK;MEYOMESSI;DJA ET LOBO;SUD
530;SU1806;CECS DE AMVAM YEVOL;EBOLOWA IER;MVILA;SUD
531;SU2408;CECS DE BELLA;LOKOUNDJE;OCEAN;SUD
532;SU3719;CECS DE BEYOUNGOU;SANGMELIMA;DJA ET LOBO;SUD
533;SU1902;CECS DE BIBA I;EBOLOWA II EME;MVILA;SUD
534;SU1503;CECS DE BIBA-YEVOL;BIWONG-BULU;MVILA;SUD
535;SU1004;CECS DE BIBINDI;AKOM II;OCEAN;SUD
536;SU2502;CECS DE BIBONDI;LOLODORF;OCEAN;SUD
537;SU1304;CECS DE BIDJOKA;BIPINDI;OCEAN;SUD
538;SU2402;CECS DE BIDOU I;LOKOUNDJE;OCEAN;SUD
539;SU3403;CECS DE BIDOU III;NYETE;OCEAN;SUD
540;SU1006;CECS DE BIFA'A;AKOM II;OCEAN;SUD
541;SU3404;CECS DE BIFA'A;NYETE;OCEAN;SUD
542;SU3705;CECS DE BIKOBO-ESSAMAN;SANGMELIMA;DJA ET LOBO;SUD
543;SU2508;CECS DE BIKOKA;LOLODORF;OCEAN;SUD
544;SU2202;CECS DE BIKONDO;KRIBI IIEME;OCEAN;SUD
545;SU3002;CECS DE BINDOM;MINTOM;DJA ET LOBO;SUD
546;SUALF11;CECS DE BINDOUMBA;ZOETELE;DJA ET LOBO;SUD
547;SU1903;CECS DE BISSOCK;EBOLOWA II EME;MVILA;SUD
548;SU2803;CECS DE BITYE;MEYOMESSALA;DJA ET LOBO;SUD
549;SU1510;CECS DE BIWONG-BULU (VILLAGE);BIWONG-BULU;MVILA;SUD
550;SUALF5;CECS DE BIYEBE;MEYOMESSALA;DJA ET LOBO;SUD
551;SU3506;CECS DE BIYI-AKOUM ESEJE'E;OLAMZE;VALLEE DU NTEM;SUD
552;SU3706;CECS DE BIZANG;SANGMELIMA;DJA ET LOBO;SUD
553;SU1603;CECS DE CAMPO BEACH;CAMPO;OCEAN;SUD
554;SU2403;CECS DE DIKOBE;LOKOUNDJE;OCEAN;SUD
555;SU3302;CECS DE DOUM;NGOULEMAKONG;MVILA;SUD
556;SU3802;CECS DE EBAMINA I;ZOETELE;DJA ET LOBO;SUD
557;SU3809;CECS DE ENGOUTOUK;ZOETELE;DJA ET LOBO;SUD
558;SU1808;CECS DE FOULASSI-YEMBONG;EBOLOWA IER;MVILA;SUD
559;SU2104;CECS DE GRAND BATANGA I;KRIBI IER;OCEAN;SUD
560;SU3710;CECS DE KAMELON;SANGMELIMA;DJA ET LOBO;SUD
561;SU1208;CECS DE KOUNGOULOU;BENGBIS;DJA ET LOBO;SUD
562;SU1306;CECS DE KPWA;BIPINDI;OCEAN;SUD
563;SU3003;CECS DE IELE;MINTOM;DJA ET LOBO;SUD
564;SU2105;CECS DE IOBE;KRIBI IER;OCEAN;SUD
565;SU2203;CECS DE IONDJI;KRIBI IIEME;OCEAN;SUD
566;SU1802;CECS DE IO'O-BIYENG;EBOLOWA IER;MVILA;SUD
567;SU1905;CECS DE MA'AMEZAM;EBOLOWA II EME;MVILA;SUD
568;SU2005;CECS DE MA'ANMENYI-ESSAWO;EFOULANE;MVILA;SUD
569;SU1407;CECS DE MA'ANMENYIN;BIWONG-BANE;MVILA;SUD
570;SU1010;CECS DE MALOMBA I;AKOM II;OCEAN;SUD
571;SU1105;CECS DE MBAMSOA-BAM;AMBAM;VALLEE DU NTEM;SUD
572;SU2503;CECS DE MBANGO;LOLODORF;OCEAN;SUD
573;SU2504;CECS DE MBIKILIKI;LOLODORF;OCEAN;SUD
574;SU1203;CECS DE MBOMETA'A;BENGBIS;DJA ET LOBO;SUD
575;SU2006;CECS DE MBONG YEVOL;EFOULANE;MVILA;SUD
576;SU1702;CECS DE MEBANE;DJOUM;DJA ET LOBO;SUD
577;SU1803;CECS DE MEFACK;EBOLOWA IER;MVILA;SUD
578;SU1906;CECS DE MEFO;EBOLOWA II EME;MVILA;SUD
579;SU3504;CECS DE MEKOMENGONA;OLAMZE;VALLEE DU NTEM;SUD
580;SU1908;CECS DE MEKOMO;EBOLOWA II EME;MVILA;SUD
581;SU2805;CECS DE MEKOMO;MEYOMESSALA;DJA ET LOBO;SUD
582;SU3004;CECS DE MEKOTTO;MINTOM;DJA ET LOBO;SUD
583;SUALF4;CECS DE MELAN II;BENGBIS;DJA ET LOBO;SUD
584;SU1703;CECS DE MELEN/ZAMANE;DJOUM;DJA ET LOBO;SUD
585;SU2904;CECS DE MELOK;MEYOMESSI;DJA ET LOBO;SUD
586;SU3803;CECS DE MELOMEBAE;ZOETELE;DJA ET LOBO;SUD
587;SU1307;CECS DE MELONDO;BIPINDI;OCEAN;SUD
588;SU1308;CECS DE MEMEL II;BIPINDI;OCEAN;SUD
589;SU1106;CECS DE MENDJIMI;AMBAM;VALLEE DU NTEM;SUD
590;SU2004;CECS DE MENGALE;EFOULANE;MVILA;SUD
591;SU3804;CECS DE MENGBWA;ZOETELE;DJA ET LOBO;SUD
592;SU2704;CECS DE MENGONG (VILLAGE);MENGONG;MVILA;SUD
593;SU3724;CECS DE MENGUE;SANGMELIMA;DJA ET LOBO;SUD
594;SU3711;CECS DE MEPHO;SANGMELIMA;DJA ET LOBO;SUD
595;SU2605;CECS DE MESSAMA I;MA'AN;VALLEE DU NTEM;SUD
596;SU2806;CECS DE MESSOK;MEYOMESSALA;DJA ET LOBO;SUD
597;SU1204;CECS DE METOM;BENGBIS;DJA ET LOBO;SUD
598;SU1911;CECS DE METYIPKWALE-YEMISSEM;EBOLOWA II EME;MVILA;SUD
599;SU3502;CECS DE MEYO BIBOULOU;OLAMZE;VALLEE DU NTEM;SUD
600;SU1107;CECS DE MEYO CENTRE;AMBAM;VALLEE DU NTEM;SUD
601;SU1804;CECS DE MEYO VILLE;EBOLOWA IER;MVILA;SUD
602;SU3725;CECS DE MEYO-ESSE;SANGMELIMA;DJA ET LOBO;SUD
603;SUALF6;CECS DE MEYOMAKOT;MEYOMESSALA;DJA ET LOBO;SUD
604;SU2303;CECS DE MEYO-NKOULOU;KYE-OSSI;VALLEE DU NTEM;SUD
605;SU1704;CECS DE MEYOS OBAM;DJOUM;DJA ET LOBO;SUD
606;SU3712;CECS DE MEZESSE;SANGMELIMA;DJA ET LOBO;SUD
607;SU1705;CECS DE MFEM;DJOUM;DJA ET LOBO;SUD
608;SU3207;CECS DE MINKAN;MVENGUE;OCEAN;SUD
609;SU1205;CECS DE MINLA'A;BENGBIS;DJA ET LOBO;SUD
610;SU3309;CECS DE MINLAMIZIBI;NGOULEMAKONG;MVILA;SUD
611;SU1606;CECS DE MINTOM;CAMPO;OCEAN;SUD
612;SU3713;CECS DE MINTYAEMINYUMIN;SANGMELIMA;DJA ET LOBO;SUD
613;SU2505;CECS DE MOUGUE;LOLODORF;OCEAN;SUD
614;SU1706;CECS DE MVENG;DJOUM;DJA ET LOBO;SUD
615;SU1805;CECS DE MVIENG;EBOLOWA IER;MVILA;SUD
616;SU3106;CECS DE NDANGA;MVANGAN;MVILA;SUD
617;SU3107;CECS DE NDICK;MVANGAN;MVILA;SUD
618;SU3603;CECS DE NDJA;OVENG;DJA ET LOBO;SUD
619;SU2606;CECS DE NDJAZENG;MA'AN;VALLEE DU NTEM;SUD
620;SU2905;CECS DE NDJELE;MEYOMESSI;DJA ET LOBO;SUD
621;SUALF12;CECS DE NDTOUA;BIPINDI;OCEAN;SUD
622;SU2807;CECS DE NGOASSE;MEYOMESSALA;DJA ET LOBO;SUD
623;SU1403;CECS DE NGOEKELE-FONG;BIWONG-BANE;MVILA;SUD
624;SU3604;CECS DE NGOUDJEN;OVENG;DJA ET LOBO;SUD
625;SU2705;CECS DE NGOULESSAMAN;MENGONG;MVILA;SUD
626;SU3721;CECS DE NGOULMEKONG;SANGMELIMA;DJA ET LOBO;SUD
627;SU3805;CECS DE NGOUNGOUMOU I;ZOETELE;DJA ET LOBO;SUD
628;SU2506;CECS DE NGOVAYANG;LOLODORF;OCEAN;SUD
629;SU2507;CECS DE NGOYANG;LOLODORF;OCEAN;SUD
630;SU2710;CECS DE NGUET;MENGONG;MVILA;SUD
631;SU2808;CECS DE NKO;MEYOMESSALA;DJA ET LOBO;SUD
632;SU2007;CECS DE NKOADJAP;EFOULANE;MVILA;SUD
633;SU1909;CECS DE NKOADJAP II;EBOLOWA II EME;MVILA;SUD
634;SU3211;CECS DE NKOALA'A;MVENGUE;OCEAN;SUD
635;SU1505;CECS DE NKOETYE;BIWONG-BULU;MVILA;SUD
636;SU1910;CECS DE NKOLANDOM;EBOLOWA II EME;MVILA;SUD
637;SU3806;CECS DE NKOLBANG;ZOETELE;DJA ET LOBO;SUD
638;SU1506;CECS DE NKOLBITYE;BIWONG-BULU;MVILA;SUD
639;SU1206;CECS DE NKOLEBEMBE;BENGBIS;DJA ET LOBO;SUD
640;SU1706;CECS DE NKOLENYENG;DJOUM;DJA ET LOBO;SUD
641;SU2706;CECS DE NKOLETETO;MENGONG;MVILA;SUD
642;SU3716;CECS DE NKOLEYOP;SANGMELIMA;DJA ET LOBO;SUD
643;SU2405;CECS DE NKOLLO;LOKOUNDJE;OCEAN;SUD
644;SU3208;CECS DE NKOLMENDING;MVENGUE;OCEAN;SUD
645;SU1404;CECS DE NKOLNKENG;BIWONG-BANE;MVILA;SUD
646;SU3714;CECS DE NKOLOTOU'OUTU;SANGMELIMA;DJA ET LOBO;SUD
647;SU3715;CECS DE NKOLOWOT I;SANGMELIMA;DJA ET LOBO;SUD
648;SUALF7;CECS DE NKOMO YASSAMAN;MEYOMESSALA;DJA ET LOBO;SUD
649;SU3605;CECS DE NKONO;OVENG;DJA ET LOBO;SUD
650;SU3405;CECS DE NKO'OLONG;NYETE;OCEAN;SUD
651;SU3807;CECS DE NKOUMADJAP II;ZOETELE;DJA ET LOBO;SUD
652;SU2809;CECS DE NKOUT-YEMFEK;MEYOMESSALA;DJA ET LOBO;SUD
653;SU3722;CECS DE NKPWANG;SANGMELIMA;DJA ET LOBO;SUD
654;SU1013;CECS DE NLOMOTO;AKOM II;OCEAN;SUD
655;SU1014;CECS DE NNEMEYONG;AKOM II;OCEAN;SUD
656;SU2707;CECS DE NNEMEYONG I;MENGONG;MVILA;SUD
657;SU2708;CECS DE NNEMEYONG III;MENGONG;MVILA;SUD
658;SU2709;CECS DE NNYENGUE;MENGONG;MVILA;SUD
659;SU1507;CECS DE NSELANG;BIWONG-BULU;MVILA;SUD
660;SU1108;CECS DE NSESSOUM;AMBAM;VALLEE DU NTEM;SUD
661;SU2607;CECS DE NYABIZANE;MA'AN;VALLEE DU NTEM;SUD
662;SU3209;CECS DE NYAMFENDE;MVENGUE;OCEAN;SUD
663;SU1807;CECS DE NYANGONG;EBOLOWA IER;MVILA;SUD
664;SU2406;CECS DE PAMA;LOKOUNDJE;OCEAN;SUD
665;SU3723;CECS DE SANGMELIMA-VILLAGE I;SANGMELIMA;DJA ET LOBO;SUD
666;SU1309;CECS DE SONG MAHI;BIPINDI;OCEAN;SUD
667;SU3305;CECS DE SOUMOU;NGOULEMAKONG;MVILA;SUD
668;SU2810;CECS DE TEKMO;MEYOMESSALA;DJA ET LOBO;SUD
669;SU1110;CECS DE THO II;AMBAM;VALLEE DU NTEM;SUD
670;SU1015;CECS DE TOKO;AKOM II;OCEAN;SUD
671;SU3808;CECS DE WOABETE;ZOETELE;DJA ET LOBO;SUD
672;SU3210;CECS DE WOM;MVENGUE;OCEAN;SUD
673;SU3812;CECS DE YEM;ZOETELE;DJA ET LOBO;SUD
674;SU3306;CECS DE YOP-BENE;NGOULEMAKONG;MVILA;SUD
675;SU3005;CECS DE ZE;MINTOM;DJA ET LOBO;SUD
676;SU3406;CECS DE ZINGUI;NYETE;OCEAN;SUD
677;SU3108;CECS DE ZOEBEFAM;MVANGAN;MVILA;SUD
678;SU3006;CECS DE ZOEBEFAM;MINTOM;DJA ET LOBO;SUD
679;SU3303;CECS D'EBAE;NGOULEMAKONG;MVILA;SUD
680;SU1504;CECS D'EBE;BIWONG-BULU;MVILA;SUD
681;SU1406;CECS D'EBEMEWOMAN I;BIWONG-BANE;MVILA;SUD
682;SU1007;CECS D'EBEMVOK;AKOM II;OCEAN;SUD
683;SU2302;CECS D'EBENGON I;KYE-OSSI;VALLEE DU NTEM;SUD
684;SU1604;CECS D'EBIANEMEYONG;CAMPO;OCEAN;SUD
685;SU1305;CECS D'EBIMIMBANG;BIPINDI;OCEAN;SUD
686;SU1605;CECS D'EBODJE;CAMPO;OCEAN;SUD
687;SU3205;CECS D'EBOM;MVENGUE;OCEAN;SUD
688;SU2102;CECS D'EBOME;KRIBI IER;OCEAN;SUD
689;SU2003;CECS D'EBOM-ESSAWO;EFOULANE;MVILA;SUD
690;SU2103;CECS D'EBOUNDJA;KRIBI IER;OCEAN;SUD
691;SU2804;CECS D'EFOULAN II;MEYOMESSALA;DJA ET LOBO;SUD
692;SU1008;CECS D'EFOULAN II;AKOM II;OCEAN;SUD
693;SUALF2;CECS D'EFOULANE (VILLAGE);EFOULANE;MVILA;SUD
694;SU2603;CECS D'EKEKE;MA'AN;VALLEE DU NTEM;SUD
695;SUALF1;CECS D'EKOWONG;EBOLOWA II EME;MVILA;SUD
696;SU3103;CECS D'EKOWONG I;MVANGAN;MVILA;SUD
697;SU2404;CECS D'ELOGBATINDI;LOKOUNDJE;OCEAN;SUD
698;SU1104;CECS D'ELON;AMBAM;VALLEE DU NTEM;SUD
699;SUALF9;CECS D'EMVIENG I;MEYOMESSI;DJA ET LOBO;SUD
700;SUALF10;CECS D'EMVIENG I;MEYOMESSI;DJA ET LOBO;SUD
701;SUALF3;CECS D'ENAMGAL;NGOULEMAKONG;MVILA;SUD
702;SU3104;CECS D'ENDAMEYOS;MVANGAN;MVILA;SUD
703;SU3105;CECS D'ENDENGUE;MVANGAN;MVILA;SUD
704;SU3503;CECS D'ENGONLOZOK;OLAMZE;VALLEE DU NTEM;SUD
705;SUALF8;CECS D'ESSANGMVOUT;MEYOMESSI;DJA ET LOBO;SUD
706;SU2703;CECS D'ETONDO;MENGONG;MVILA;SUD
707;SU3709;CECS D'EVELESSI;SANGMELIMA;DJA ET LOBO;SUD
708;SU2604;CECS D'EVOUZOK;MA'AN;VALLEE DU NTEM;SUD
709;SU1202;CECS D'EWOLOMBAMA;BENGBIS;DJA ET LOBO;SUD
710;SU3304;CECS D'OBANG II;NGOULEMAKONG;MVILA;SUD
711;SU1207;CECS D'OLEMBE;BENGBIS;DJA ET LOBO;SUD
712;SU1508;CECS D'ONDONDO;BIWONG-BULU;MVILA;SUD
713;SU1509;CECS D'ONGOL;BIWONG-BULU;MVILA;SUD
714;SU1109;CECS D'OVENG MEMVIM;AMBAM;VALLEE DU NTEM;SUD
715;SU1405;CECS D'OVENG-FONG;BIWONG-BANE;MVILA;SUD
716;SU3717;CECS D'OVENG-YEMBONG;SANGMELIMA;DJA ET LOBO;SUD
717;SU3718;CECS D'OVENG-YEMVAK;SANGMELIMA;DJA ET LOBO;SUD
718;SU3307;CECS D'OYACK-FONG;NGOULEMAKONG;MVILA;SUD
719;SU3206;CECS ELON;MVENGUE;OCEAN;SUD
720;SU3402;CECS MBANGO;NYETE;OCEAN;SUD
721;NO3005;CECS TCHIRCOLCTHI;TOUROUA;BENOUE;NORD
